Rank,Player 1,Player 2,Stage,Winner
platinum-diamond,Captain Falcon,Falco,Final Destination,Player 1
platinum-diamond,Falco,Jigglypuff,Final Destination,Player 2
platinum-diamond,Marth,Fox,Final Destination,Player 1
platinum-diamond,Link,Fox,Pokémon Stadium,Player 2
platinum-diamond,Fox,Marth,Final Destination,Player 1
platinum-diamond,Marth,Falco,Pokémon Stadium,Player 2
platinum-diamond,Captain Falcon,Falco,Yoshi’s Story,Player 1
platinum-diamond,Samus,Fox,Fountain of Dreams,Player 1
platinum-diamond,Sheik,Marth,Yoshi’s Story,Player 2
platinum-diamond,Fox,Ice Climbers,Battlefield,Player 2
platinum-diamond,Marth,Link,Final Destination,Player 1
platinum-diamond,Sheik,Dr. Mario,Fountain of Dreams,Player 2
platinum-diamond,Peach,Marth,Fountain of Dreams,Player 1
platinum-diamond,Fox,Fox,Yoshi’s Story,Player 2
platinum-diamond,Jigglypuff,Falco,Final Destination,Player 1
platinum-diamond,Falco,Fox,Pokémon Stadium,Player 1
platinum-platinum,Falco,Sheik,Fountain of Dreams,Player 2
platinum-platinum,Marth,Sheik,Yoshi’s Story,Player 1
platinum-platinum,Fox,Fox,Battlefield,Player 1
platinum-diamond,Peach,Dr. Mario,Final Destination,Player 2
platinum-diamond,Yoshi,Fox,Final Destination,Player 1
platinum-diamond,Fox,Marth,Pokémon Stadium,Player 2
platinum-diamond,Falco,Samus,Yoshi’s Story,Player 2
platinum-diamond,Falco,Captain Falcon,Final Destination,Player 2
platinum-diamond,Fox,Falco,Battlefield,Player 1
platinum-diamond,Falco,Peach,Pokémon Stadium,Player 2
platinum-diamond,Jigglypuff,Falco,Battlefield,Player 1
platinum-diamond,Captain Falcon,Mario,Final Destination,Player 1
platinum-diamond,Falco,Mewtwo,Yoshi’s Story,Player 2
platinum-diamond,Falco,Fox,Pokémon Stadium,Player 1
platinum-diamond,Marth,Fox,Pokémon Stadium,Player 1
platinum-diamond,Falco,Falco,Fountain of Dreams,Player 2
platinum-diamond,Fox,Falco,Final Destination,Player 2
platinum-diamond,Marth,Dr. Mario,Yoshi’s Story,Player 2
platinum-diamond,Peach,Fox,Final Destination,Player 1
platinum-diamond,Marth,Falco,Pokémon Stadium,Player 1
platinum-diamond,Fox,Sheik,Final Destination,Player 2
platinum-diamond,Mewtwo,Roy,Pokémon Stadium,Player 1
platinum-diamond,Marth,Fox,Fountain of Dreams,Player 1
platinum-diamond,Falco,Captain Falcon,Fountain of Dreams,Player 2
platinum-diamond,Marth,Falco,Final Destination,Player 2
platinum-diamond,Captain Falcon,Fox,Final Destination,Player 2
platinum-diamond,Falco,Marth,Fountain of Dreams,Player 2
platinum-diamond,Pikachu,Yoshi,Fountain of Dreams,Player 1
platinum-diamond,Sheik,Marth,Fountain of Dreams,Player 1
platinum-diamond,Yoshi,Falco,Battlefield,Player 2
platinum-diamond,Falco,Fox,Yoshi’s Story,Player 1
platinum-diamond,Falco,Ness,Final Destination,Player 1
platinum-diamond,Fox,Link,Yoshi’s Story,Player 2
platinum-diamond,Sheik,Fox,Dream Land,Player 1
platinum-diamond,Fox,Dr. Mario,Final Destination,Player 2
platinum-diamond,Fox,Marth,Yoshi’s Story,Player 2
platinum-diamond,Fox,Young Link,Yoshi’s Story,Player 1
platinum-diamond,Falco,Samus,Yoshi’s Story,Player 2
platinum-diamond,Sheik,Ganondorf,Final Destination,Player 2
platinum-diamond,Fox,Marth,Final Destination,Player 2
platinum-diamond,Falco,Fox,Final Destination,Player 2
platinum-diamond,Fox,Dr. Mario,Final Destination,Player 1
platinum-diamond,Peach,Peach,Pokémon Stadium,Player 1
platinum-diamond,Sheik,Fox,Pokémon Stadium,Player 2
platinum-diamond,Mewtwo,Dr. Mario,Fountain of Dreams,Player 2
platinum-diamond,Fox,Mewtwo,Pokémon Stadium,Player 2
platinum-diamond,Falco,Falco,Yoshi’s Story,Player 1
platinum-diamond,Peach,Sheik,Final Destination,Player 2
platinum-diamond,Sheik,Sheik,Final Destination,Player 1
platinum-diamond,Fox,Dr. Mario,Pokémon Stadium,Player 2
platinum-diamond,Bowser,Falco,Battlefield,Player 1
platinum-diamond,Fox,Mario,Final Destination,Player 2
platinum-diamond,Marth,Fox,Final Destination,Player 2
platinum-diamond,Fox,Falco,Final Destination,Player 2
platinum-diamond,Marth,Peach,Yoshi’s Story,Player 1
platinum-diamond,Samus,Falco,Yoshi’s Story,Player 1
platinum-diamond,Sheik,Fox,Fountain of Dreams,Player 1
platinum-diamond,Yoshi,Fox,Dream Land,Player 2
platinum-diamond,Mewtwo,Marth,Pokémon Stadium,Player 2
platinum-diamond,Peach,Sheik,Pokémon Stadium,Player 1
platinum-diamond,Fox,Fox,Final Destination,Player 2
platinum-diamond,Jigglypuff,Fox,Final Destination,Player 1
platinum-diamond,Fox,Fox,Yoshi’s Story,Player 2
platinum-diamond,Fox,Falco,Dream Land,Player 2
platinum-diamond,Falco,Mario,Yoshi’s Story,Player 1
platinum-diamond,Fox,Falco,Final Destination,Player 1
platinum-diamond,Falco,Sheik,Yoshi’s Story,Player 2
platinum-diamond,Ice Climbers,Jigglypuff,Final Destination,Player 1
platinum-diamond,Marth,Samus,Fountain of Dreams,Player 1
platinum-diamond,Peach,Mewtwo,Yoshi’s Story,Player 1
platinum-diamond,Ness,Falco,Final Destination,Player 2
platinum-diamond,Marth,Luigi,Battlefield,Player 2
platinum-diamond,Marth,Falco,Yoshi’s Story,Player 1
platinum-diamond,Falco,Jigglypuff,Fountain of Dreams,Player 2
platinum-diamond,Falco,Falco,Battlefield,Player 2
platinum-diamond,Marth,Fox,Yoshi’s Story,Player 1
platinum-diamond,Falco,Fox,Yoshi’s Story,Player 1
platinum-diamond,Sheik,Samus,Yoshi’s Story,Player 2
platinum-diamond,Fox,Marth,Final Destination,Player 1
platinum-diamond,Captain Falcon,Falco,Pokémon Stadium,Player 2
platinum-diamond,Falco,Marth,Pokémon Stadium,Player 2
platinum-diamond,Sheik,Marth,Final Destination,Player 1
platinum-diamond,Sheik,Captain Falcon,Final Destination,Player 2
platinum-diamond,Captain Falcon,Ganondorf,Final Destination,Player 2
platinum-diamond,Marth,Falco,Final Destination,Player 2
platinum-diamond,Roy,Captain Falcon,Dream Land,Player 2
platinum-diamond,Dr. Mario,Jigglypuff,Yoshi’s Story,Player 2
platinum-diamond,Fox,Yoshi,Yoshi’s Story,Player 2
platinum-diamond,Ice Climbers,Sheik,Pokémon Stadium,Player 2
platinum-diamond,Ness,Jigglypuff,Final Destination,Player 2
platinum-diamond,Peach,Sheik,Yoshi’s Story,Player 2
platinum-diamond,Marth,Samus,Fountain of Dreams,Player 1
platinum-diamond,Falco,Sheik,Final Destination,Player 2
platinum-diamond,Fox,Falco,Yoshi’s Story,Player 2
platinum-diamond,Fox,Marth,Yoshi’s Story,Player 1
platinum-diamond,Captain Falcon,Captain Falcon,Battlefield,Player 1
platinum-diamond,Falco,Falco,Final Destination,Player 2
platinum-diamond,Falco,Falco,Yoshi’s Story,Player 1
platinum-diamond,Marth,Yoshi,Pokémon Stadium,Player 2
platinum-diamond,Sheik,Falco,Yoshi’s Story,Player 2
platinum-diamond,Young Link,Falco,Pokémon Stadium,Player 2
platinum-diamond,Fox,Peach,Dream Land,Player 1
platinum-diamond,Fox,Falco,Yoshi’s Story,Player 2
platinum-diamond,Mario,Falco,Yoshi’s Story,Player 2
platinum-diamond,Falco,Captain Falcon,Yoshi’s Story,Player 1
platinum-diamond,Jigglypuff,Fox,Final Destination,Player 1
platinum-diamond,Captain Falcon,Peach,Final Destination,Player 1
platinum-diamond,Captain Falcon,Fox,Final Destination,Player 1
platinum-diamond,Mario,Ice Climbers,Pokémon Stadium,Player 2
platinum-diamond,Fox,Jigglypuff,Final Destination,Player 2
platinum-diamond,Fox,Marth,Pokémon Stadium,Player 1
platinum-diamond,Captain Falcon,Fox,Final Destination,Player 1
platinum-diamond,Falco,Pikachu,Final Destination,Player 2
platinum-diamond,Captain Falcon,Fox,Yoshi’s Story,Player 2
platinum-diamond,Falco,Falco,Final Destination,Player 1
platinum-diamond,Sheik,Ness,Final Destination,Player 1
platinum-diamond,Jigglypuff,Samus,Yoshi’s Story,Player 2
platinum-diamond,Roy,Sheik,Fountain of Dreams,Player 1
platinum-diamond,Falco,Falco,Yoshi’s Story,Player 1
platinum-diamond,Falco,Marth,Pokémon Stadium,Player 2
platinum-diamond,Captain Falcon,Jigglypuff,Yoshi’s Story,Player 2
platinum-diamond,Young Link,Captain Falcon,Yoshi’s Story,Player 2
platinum-diamond,Fox,Falco,Pokémon Stadium,Player 1
platinum-diamond,Fox,Ice Climbers,Fountain of Dreams,Player 1
platinum-diamond,Samus,Fox,Fountain of Dreams,Player 2
platinum-diamond,Marth,Falco,Final Destination,Player 1
platinum-diamond,Sheik,Fox,Final Destination,Player 2
platinum-diamond,Sheik,Marth,Yoshi’s Story,Player 2
platinum-diamond,Fox,Falco,Pokémon Stadium,Player 1
platinum-diamond,Peach,Fox,Fountain of Dreams,Player 1
platinum-diamond,Marth,Fox,Fountain of Dreams,Player 2
platinum-diamond,Falco,Mewtwo,Pokémon Stadium,Player 2
platinum-diamond,Ness,Fox,Yoshi’s Story,Player 1
platinum-diamond,Falco,Fox,Dream Land,Player 2
platinum-diamond,Fox,Donkey Kong,Pokémon Stadium,Player 2
platinum-diamond,Fox,Fox,Yoshi’s Story,Player 2
platinum-diamond,Fox,Sheik,Final Destination,Player 1
platinum-diamond,Fox,Fox,Final Destination,Player 1
platinum-diamond,Jigglypuff,Falco,Final Destination,Player 2
platinum-diamond,Marth,Falco,Pokémon Stadium,Player 2
platinum-diamond,Peach,Falco,Pokémon Stadium,Player 1
platinum-diamond,Fox,Dr. Mario,Final Destination,Player 2
platinum-diamond,Marth,Falco,Final Destination,Player 1
platinum-diamond,Marth,Samus,Final Destination,Player 1
platinum-diamond,Falco,Fox,Final Destination,Player 1
platinum-diamond,Captain Falcon,Samus,Final Destination,Player 1
platinum-diamond,Falco,Peach,Yoshi’s Story,Player 2
platinum-diamond,Dr. Mario,Fox,Pokémon Stadium,Player 1
platinum-diamond,Marth,Bowser,Dream Land,Player 2
platinum-diamond,Mario,Ness,Fountain of Dreams,Player 1
platinum-diamond,Marth,Fox,Pokémon Stadium,Player 2
platinum-diamond,Fox,Peach,Fountain of Dreams,Player 1
platinum-diamond,Sheik,Sheik,Final Destination,Player 1
platinum-diamond,Fox,Fox,Final Destination,Player 2
platinum-diamond,Luigi,Bowser,Fountain of Dreams,Player 2
platinum-diamond,Sheik,Ice Climbers,Final Destination,Player 2
platinum-diamond,Falco,Falco,Pokémon Stadium,Player 2
platinum-diamond,Sheik,Fox,Pokémon Stadium,Player 1
platinum-diamond,Fox,Captain Falcon,Battlefield,Player 2
platinum-diamond,Ness,Fox,Final Destination,Player 2
platinum-diamond,Samus,Fox,Final Destination,Player 1
platinum-diamond,Marth,Fox,Pokémon Stadium,Player 1
platinum-diamond,Sheik,Mewtwo,Final Destination,Player 2
platinum-diamond,Sheik,Fox,Final Destination,Player 2
platinum-diamond,Fox,Mr. Game & Watch,Fountain of Dreams,Player 2
platinum-diamond,Marth,Captain Falcon,Battlefield,Player 1
platinum-diamond,Falco,Dr. Mario,Final Destination,Player 2
platinum-diamond,Fox,Mr. Game & Watch,Final Destination,Player 1
platinum-diamond,Sheik,Falco,Final Destination,Player 1
platinum-diamond,Fox,Ice Climbers,Pokémon Stadium,Player 1
platinum-diamond,Fox,Dr. Mario,Yoshi’s Story,Player 2
platinum-diamond,Falco,Falco,Yoshi’s Story,Player 2
platinum-diamond,Luigi,Ganondorf,Pokémon Stadium,Player 2
platinum-diamond,Peach,Marth,Pokémon Stadium,Player 2
platinum-diamond,Sheik,Fox,Yoshi’s Story,Player 1
platinum-diamond,Peach,Falco,Final Destination,Player 1
platinum-diamond,Marth,Marth,Final Destination,Player 1
platinum-diamond,Sheik,Yoshi,Final Destination,Player 2
platinum-diamond,Jigglypuff,Fox,Fountain of Dreams,Player 1
platinum-diamond,Jigglypuff,Fox,Final Destination,Player 2
platinum-diamond,Fox,Sheik,Dream Land,Player 2
platinum-diamond,Captain Falcon,Falco,Fountain of Dreams,Player 2
platinum-diamond,Fox,Roy,Fountain of Dreams,Player 1
platinum-diamond,Marth,Fox,Fountain of Dreams,Player 2
platinum-diamond,Falco,Samus,Fountain of Dreams,Player 2
platinum-diamond,Falco,Falco,Pokémon Stadium,Player 2
platinum-diamond,Marth,Peach,Yoshi’s Story,Player 2
platinum-diamond,Marth,Falco,Pokémon Stadium,Player 2
platinum-diamond,Sheik,Fox,Final Destination,Player 1
platinum-diamond,Marth,Fox,Final Destination,Player 2
platinum-diamond,Falco,Samus,Yoshi’s Story,Player 2
platinum-diamond,Jigglypuff,Fox,Fountain of Dreams,Player 2
platinum-diamond,Ganondorf,Marth,Final Destination,Player 1
platinum-diamond,Sheik,Sheik,Final Destination,Player 2
platinum-diamond,Falco,Captain Falcon,Final Destination,Player 1
platinum-diamond,Fox,Fox,Yoshi’s Story,Player 2
platinum-diamond,Fox,Marth,Pokémon Stadium,Player 2
platinum-diamond,Falco,Falco,Final Destination,Player 2
platinum-diamond,Falco,Falco,Pokémon Stadium,Player 1
platinum-diamond,Falco,Fox,Final Destination,Player 1
platinum-diamond,Fox,Falco,Fountain of Dreams,Player 2
platinum-diamond,Jigglypuff,Falco,Yoshi’s Story,Player 1
platinum-diamond,Fox,Mr. Game & Watch,Yoshi’s Story,Player 2
platinum-diamond,Captain Falcon,Fox,Final Destination,Player 2
platinum-diamond,Peach,Fox,Yoshi’s Story,Player 1
platinum-diamond,Falco,Falco,Pokémon Stadium,Player 2
platinum-diamond,Falco,Luigi,Battlefield,Player 2
platinum-diamond,Captain Falcon,Jigglypuff,Final Destination,Player 2
platinum-diamond,Sheik,Sheik,Final Destination,Player 2
platinum-diamond,Ness,Ness,Yoshi’s Story,Player 2
platinum-diamond,Fox,Falco,Final Destination,Player 2
platinum-diamond,Peach,Fox,Final Destination,Player 1
platinum-diamond,Ganondorf,Luigi,Battlefield,Player 2
platinum-diamond,Marth,Mr. Game & Watch,Yoshi’s Story,Player 2
platinum-diamond,Jigglypuff,Ganondorf,Fountain of Dreams,Player 2
platinum-diamond,Captain Falcon,Marth,Final Destination,Player 1
platinum-diamond,Roy,Sheik,Final Destination,Player 2
platinum-diamond,Falco,Ness,Final Destination,Player 2
platinum-diamond,Mario,Sheik,Yoshi’s Story,Player 2
platinum-diamond,Falco,Peach,Yoshi’s Story,Player 2
platinum-diamond,Falco,Falco,Final Destination,Player 1
platinum-diamond,Jigglypuff,Sheik,Fountain of Dreams,Player 2
platinum-diamond,Fox,Marth,Yoshi’s Story,Player 1
platinum-diamond,Yoshi,Falco,Yoshi’s Story,Player 2
platinum-diamond,Captain Falcon,Sheik,Final Destination,Player 2
platinum-diamond,Fox,Falco,Pokémon Stadium,Player 1
platinum-diamond,Fox,Sheik,Pokémon Stadium,Player 1
platinum-diamond,Peach,Falco,Pokémon Stadium,Player 2
platinum-diamond,Falco,Captain Falcon,Battlefield,Player 2
platinum-diamond,Falco,Falco,Pokémon Stadium,Player 1
platinum-diamond,Marth,Captain Falcon,Final Destination,Player 2
platinum-diamond,Fox,Fox,Fountain of Dreams,Player 1
platinum-diamond,Fox,Peach,Pokémon Stadium,Player 2
platinum-diamond,Falco,Samus,Final Destination,Player 2
platinum-diamond,Marth,Falco,Pokémon Stadium,Player 1
platinum-diamond,Fox,Ice Climbers,Final Destination,Player 1
platinum-diamond,Luigi,Falco,Final Destination,Player 2
platinum-diamond,Jigglypuff,Falco,Yoshi’s Story,Player 2
platinum-diamond,Ice Climbers,Jigglypuff,Battlefield,Player 2
platinum-diamond,Falco,Captain Falcon,Battlefield,Player 2
platinum-diamond,Fox,Falco,Dream Land,Player 2
platinum-diamond,Marth,Jigglypuff,Final Destination,Player 1
platinum-diamond,Captain Falcon,Mewtwo,Final Destination,Player 2
platinum-diamond,Fox,Captain Falcon,Final Destination,Player 1
platinum-diamond,Falco,Samus,Yoshi’s Story,Player 2
platinum-diamond,Marth,Fox,Fountain of Dreams,Player 2
platinum-diamond,Samus,Sheik,Final Destination,Player 1
platinum-diamond,Falco,Fox,Pokémon Stadium,Player 2
platinum-diamond,Fox,Falco,Final Destination,Player 2
platinum-diamond,Mr. Game & Watch,Falco,Final Destination,Player 2
platinum-diamond,Fox,Marth,Yoshi’s Story,Player 1
platinum-diamond,Captain Falcon,Peach,Final Destination,Player 2
platinum-diamond,Luigi,Captain Falcon,Pokémon Stadium,Player 2
platinum-diamond,Fox,Falco,Pokémon Stadium,Player 2
platinum-diamond,Falco,Fox,Yoshi’s Story,Player 2
platinum-diamond,Peach,Fox,Yoshi’s Story,Player 2
platinum-diamond,Fox,Sheik,Yoshi’s Story,Player 1
platinum-diamond,Peach,Sheik,Final Destination,Player 1
platinum-diamond,Falco,Fox,Battlefield,Player 2
platinum-diamond,Peach,Fox,Dream Land,Player 1
platinum-diamond,Peach,Falco,Dream Land,Player 2
platinum-diamond,Fox,Sheik,Final Destination,Player 2
platinum-diamond,Falco,Fox,Pokémon Stadium,Player 2
platinum-diamond,Sheik,Falco,Yoshi’s Story,Player 2
platinum-diamond,Bowser,Jigglypuff,Pokémon Stadium,Player 2
platinum-diamond,Mr. Game & Watch,Yoshi,Pokémon Stadium,Player 1
platinum-diamond,Jigglypuff,Falco,Final Destination,Player 1
platinum-diamond,Peach,Sheik,Dream Land,Player 2
platinum-diamond,Fox,Samus,Final Destination,Player 2
platinum-diamond,Falco,Marth,Final Destination,Player 1
platinum-diamond,Ness,Link,Yoshi’s Story,Player 1
platinum-diamond,Fox,Fox,Pokémon Stadium,Player 2
platinum-diamond,Falco,Falco,Battlefield,Player 2
platinum-diamond,Captain Falcon,Fox,Dream Land,Player 1
platinum-diamond,Dr. Mario,Fox,Dream Land,Player 1
platinum-diamond,Falco,Captain Falcon,Final Destination,Player 2
platinum-diamond,Falco,Fox,Final Destination,Player 1
platinum-diamond,Falco,Jigglypuff,Pokémon Stadium,Player 1
platinum-diamond,Falco,Kirby,Pokémon Stadium,Player 2
platinum-diamond,Sheik,Marth,Fountain of Dreams,Player 1
platinum-diamond,Peach,Sheik,Battlefield,Player 2
platinum-diamond,Captain Falcon,Marth,Pokémon Stadium,Player 1
platinum-diamond,Captain Falcon,Ness,Final Destination,Player 2
platinum-diamond,Falco,Marth,Final Destination,Player 2
platinum-diamond,Fox,Falco,Pokémon Stadium,Player 2
platinum-diamond,Peach,Fox,Final Destination,Player 2
platinum-diamond,Peach,Falco,Fountain of Dreams,Player 2
platinum-diamond,Roy,Fox,Pokémon Stadium,Player 1
platinum-diamond,Captain Falcon,Falco,Yoshi’s Story,Player 2
platinum-diamond,Falco,Falco,Pokémon Stadium,Player 2
platinum-diamond,Falco,Ness,Fountain of Dreams,Player 2
platinum-diamond,Fox,Falco,Final Destination,Player 1
platinum-diamond,Marth,Luigi,Yoshi’s Story,Player 2
platinum-diamond,Fox,Fox,Final Destination,Player 1
platinum-diamond,Mewtwo,Captain Falcon,Final Destination,Player 1
platinum-diamond,Luigi,Falco,Final Destination,Player 2
platinum-diamond,Fox,Marth,Final Destination,Player 1
platinum-diamond,Sheik,Falco,Pokémon Stadium,Player 1
platinum-diamond,Fox,Captain Falcon,Final Destination,Player 2
platinum-diamond,Fox,Jigglypuff,Fountain of Dreams,Player 2
platinum-diamond,Jigglypuff,Marth,Yoshi’s Story,Player 2
platinum-diamond,Marth,Mewtwo,Fountain of Dreams,Player 1
platinum-diamond,Falco,Falco,Yoshi’s Story,Player 1
platinum-diamond,Falco,Falco,Pokémon Stadium,Player 2
platinum-diamond,Ice Climbers,Fox,Battlefield,Player 2
platinum-diamond,Jigglypuff,Marth,Final Destination,Player 2
platinum-diamond,Falco,Marth,Pokémon Stadium,Player 1
platinum-diamond,Samus,Falco,Final Destination,Player 1
platinum-diamond,Falco,Falco,Yoshi’s Story,Player 1
platinum-diamond,Marth,Ganondorf,Pokémon Stadium,Player 2
platinum-diamond,Peach,Falco,Yoshi’s Story,Player 1
platinum-diamond,Dr. Mario,Fox,Final Destination,Player 1
platinum-diamond,Fox,Fox,Final Destination,Player 2
platinum-diamond,Fox,Dr. Mario,Yoshi’s Story,Player 2
platinum-diamond,Ice Climbers,Fox,Pokémon Stadium,Player 1
platinum-diamond,Ice Climbers,Luigi,Battlefield,Player 1
platinum-diamond,Marth,Fox,Fountain of Dreams,Player 2
platinum-diamond,Sheik,Fox,Pokémon Stadium,Player 2
platinum-diamond,Link,Fox,Pokémon Stadium,Player 2
platinum-diamond,Falco,Peach,Final Destination,Player 2
platinum-diamond,Peach,Peach,Dream Land,Player 2
platinum-diamond,Marth,Falco,Final Destination,Player 2
platinum-diamond,Samus,Yoshi,Final Destination,Player 2
platinum-diamond,Falco,Fox,Battlefield,Player 2
platinum-diamond,Fox,Fox,Final Destination,Player 2
platinum-diamond,Fox,Ness,Yoshi’s Story,Player 1
platinum-diamond,Falco,Jigglypuff,Fountain of Dreams,Player 1
platinum-diamond,Ice Climbers,Falco,Battlefield,Player 2
platinum-diamond,Fox,Falco,Dream Land,Player 2
platinum-diamond,Marth,Falco,Yoshi’s Story,Player 1
platinum-diamond,Captain Falcon,Falco,Battlefield,Player 1
platinum-diamond,Sheik,Fox,Battlefield,Player 1
platinum-diamond,Falco,Fox,Fountain of Dreams,Player 2
platinum-diamond,Dr. Mario,Roy,Battlefield,Player 2
platinum-diamond,Falco,Fox,Yoshi’s Story,Player 2
platinum-diamond,Falco,Jigglypuff,Fountain of Dreams,Player 2
platinum-diamond,Marth,Link,Final Destination,Player 1
platinum-diamond,Marth,Luigi,Fountain of Dreams,Player 1
platinum-diamond,Falco,Falco,Dream Land,Player 2
platinum-diamond,Captain Falcon,Luigi,Battlefield,Player 2
platinum-diamond,Fox,Falco,Final Destination,Player 1
platinum-diamond,Sheik,Fox,Final Destination,Player 1
platinum-diamond,Fox,Mr. Game & Watch,Final Destination,Player 2
